journey_id,event_type,event_time,ad_product,format,placement,creative,interaction_type,marketplace,advertiser_id,users,converted_users,purchase_count,revenue,new_to_brand_purchases
cohort_048,TOUCHPOINT,2026-01-09T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_048,TOUCHPOINT,2026-01-10T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_048,TOUCHPOINT,2026-01-11T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_048,TOUCHPOINT,2026-01-12T12:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_048,CONVERSION,2026-01-13T18:00:00Z,,,,,,US,adv_demo_001,17,10,12,980.70,2
cohort_049,TOUCHPOINT,2026-01-22T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_049,TOUCHPOINT,2026-01-23T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_049,CONVERSION,2026-01-24T18:00:00Z,,,,,,US,adv_demo_001,18,5,5,489.24,2
cohort_050,TOUCHPOINT,2026-02-01T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_050,TOUCHPOINT,2026-02-02T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_050,TOUCHPOINT,2026-02-03T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_050,CONVERSION,2026-02-04T18:00:00Z,,,,,,US,adv_demo_001,12,4,5,439.08,0
cohort_051,TOUCHPOINT,2026-02-11T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_051,TOUCHPOINT,2026-02-12T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_051,TOUCHPOINT,2026-02-13T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_051,TOUCHPOINT,2026-02-14T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_051,CONVERSION,2026-02-15T18:00:00Z,,,,,,US,adv_demo_001,13,7,7,476.12,3
cohort_052,TOUCHPOINT,2026-02-24T09:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_052,TOUCHPOINT,2026-02-25T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_052,CONVERSION,2026-02-26T18:00:00Z,,,,,,US,adv_demo_001,14,9,10,813.85,2
cohort_053,TOUCHPOINT,2026-03-06T09:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_053,TOUCHPOINT,2026-03-07T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_053,TOUCHPOINT,2026-03-08T11:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_053,CONVERSION,2026-03-09T18:00:00Z,,,,,,US,adv_demo_001,15,4,5,418.00,2
cohort_054,TOUCHPOINT,2026-03-16T09:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_054,TOUCHPOINT,2026-03-17T10:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_054,TOUCHPOINT,2026-03-18T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_054,TOUCHPOINT,2026-03-19T12:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_054,CONVERSION,2026-03-20T18:00:00Z,,,,,,US,adv_demo_001,16,6,6,782.10,1
cohort_055,TOUCHPOINT,2026-03-29T09:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_055,TOUCHPOINT,2026-03-30T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_055,CONVERSION,2026-03-31T18:00:00Z,,,,,,US,adv_demo_001,17,9,10,903.18,3
cohort_056,TOUCHPOINT,2026-01-13T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_056,TOUCHPOINT,2026-01-14T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_056,TOUCHPOINT,2026-01-15T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_056,CONVERSION,2026-01-16T18:00:00Z,,,,,,US,adv_demo_001,18,11,13,914.40,3
cohort_057,TOUCHPOINT,2026-01-23T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_057,TOUCHPOINT,2026-01-24T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_057,TOUCHPOINT,2026-01-25T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_057,TOUCHPOINT,2026-01-26T12:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_057,CONVERSION,2026-01-27T18:00:00Z,,,,,,US,adv_demo_001,12,3,3,240.95,0
cohort_058,TOUCHPOINT,2026-02-05T09:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_058,TOUCHPOINT,2026-02-06T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_058,CONVERSION,2026-02-07T18:00:00Z,,,,,,US,adv_demo_001,13,5,6,437.00,2
cohort_059,TOUCHPOINT,2026-02-15T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_059,TOUCHPOINT,2026-02-16T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_059,TOUCHPOINT,2026-02-17T11:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_059,CONVERSION,2026-02-18T18:00:00Z,,,,,,US,adv_demo_001,14,7,7,748.12,1
cohort_060,TOUCHPOINT,2026-02-25T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_060,TOUCHPOINT,2026-02-26T10:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_060,TOUCHPOINT,2026-02-27T11:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_060,TOUCHPOINT,2026-02-28T12:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_060,CONVERSION,2026-03-01T18:00:00Z,,,,,,US,adv_demo_001,15,9,10,758.10,3
cohort_061,TOUCHPOINT,2026-03-10T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_061,TOUCHPOINT,2026-03-11T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_061,CONVERSION,2026-03-12T18:00:00Z,,,,,,US,adv_demo_001,16,5,6,396.10,1
cohort_062,TOUCHPOINT,2026-03-20T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_062,TOUCHPOINT,2026-03-21T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_062,TOUCHPOINT,2026-03-22T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_062,CONVERSION,2026-03-23T18:00:00Z,,,,,,US,adv_demo_001,17,7,8,658.05,2
cohort_063,TOUCHPOINT,2026-01-04T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_063,TOUCHPOINT,2026-01-05T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_063,TOUCHPOINT,2026-01-06T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_063,TOUCHPOINT,2026-01-07T12:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_063,CONVERSION,2026-01-08T18:00:00Z,,,,,,US,adv_demo_001,18,9,10,851.40,2
cohort_064,TOUCHPOINT,2026-01-17T09:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_064,TOUCHPOINT,2026-01-18T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_064,CONVERSION,2026-01-19T18:00:00Z,,,,,,US,adv_demo_001,12,6,7,496.80,2
cohort_065,TOUCHPOINT,2026-01-27T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_065,TOUCHPOINT,2026-01-28T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_065,TOUCHPOINT,2026-01-29T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_065,CONVERSION,2026-01-30T18:00:00Z,,,,,,US,adv_demo_001,13,4,4,363.99,2
cohort_066,TOUCHPOINT,2026-02-06T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_066,TOUCHPOINT,2026-02-07T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_066,TOUCHPOINT,2026-02-08T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_066,TOUCHPOINT,2026-02-09T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_066,CONVERSION,2026-02-10T18:00:00Z,,,,,,US,adv_demo_001,14,5,5,361.80,1
cohort_067,TOUCHPOINT,2026-02-19T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_067,TOUCHPOINT,2026-02-20T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_067,CONVERSION,2026-02-21T18:00:00Z,,,,,,US,adv_demo_001,15,6,7,814.20,2
cohort_068,TOUCHPOINT,2026-03-01T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_068,TOUCHPOINT,2026-03-02T10:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_068,TOUCHPOINT,2026-03-03T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_068,CONVERSION,2026-03-04T18:00:00Z,,,,,,US,adv_demo_001,16,9,9,699.20,2
cohort_069,TOUCHPOINT,2026-03-11T09:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_069,TOUCHPOINT,2026-03-12T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_069,TOUCHPOINT,2026-03-13T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_069,TOUCHPOINT,2026-03-14T12:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_069,CONVERSION,2026-03-15T18:00:00Z,,,,,,US,adv_demo_001,17,5,6,479.70,2
cohort_070,TOUCHPOINT,2026-03-24T09:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_070,TOUCHPOINT,2026-03-25T10:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_070,CONVERSION,2026-03-26T18:00:00Z,,,,,,US,adv_demo_001,18,6,7,545.10,1
cohort_071,TOUCHPOINT,2026-01-08T09:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_071,TOUCHPOINT,2026-01-09T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_071,TOUCHPOINT,2026-01-10T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_071,CONVERSION,2026-01-11T18:00:00Z,,,,,,US,adv_demo_001,12,6,7,502.20,3
cohort_072,TOUCHPOINT,2026-01-18T09:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_072,TOUCHPOINT,2026-01-19T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_072,TOUCHPOINT,2026-01-20T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_072,TOUCHPOINT,2026-01-21T12:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_072,CONVERSION,2026-01-22T18:00:00Z,,,,,,US,adv_demo_001,13,8,10,875.87,1
cohort_073,TOUCHPOINT,2026-01-31T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_073,TOUCHPOINT,2026-02-01T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_073,CONVERSION,2026-02-02T18:00:00Z,,,,,,US,adv_demo_001,14,4,4,307.80,2
cohort_074,TOUCHPOINT,2026-02-10T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_074,TOUCHPOINT,2026-02-11T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_074,TOUCHPOINT,2026-02-12T11:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_074,CONVERSION,2026-02-13T18:00:00Z,,,,,,US,adv_demo_001,15,6,6,630.00,1
cohort_075,TOUCHPOINT,2026-02-20T09:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_075,TOUCHPOINT,2026-02-21T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_075,TOUCHPOINT,2026-02-22T11:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_075,TOUCHPOINT,2026-02-23T12:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_075,CONVERSION,2026-02-24T18:00:00Z,,,,,,US,adv_demo_001,16,8,9,685.90,3
cohort_076,TOUCHPOINT,2026-03-05T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_076,TOUCHPOINT,2026-03-06T10:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_076,CONVERSION,2026-03-07T18:00:00Z,,,,,,US,adv_demo_001,17,10,11,963.60,2
cohort_077,TOUCHPOINT,2026-03-15T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_077,TOUCHPOINT,2026-03-16T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_077,TOUCHPOINT,2026-03-17T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_077,CONVERSION,2026-03-18T18:00:00Z,,,,,,US,adv_demo_001,18,5,5,410.00,2
cohort_078,TOUCHPOINT,2026-03-25T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_078,TOUCHPOINT,2026-03-26T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_078,TOUCHPOINT,2026-03-27T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_078,TOUCHPOINT,2026-03-28T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_078,CONVERSION,2026-03-29T18:00:00Z,,,,,,US,adv_demo_001,12,5,5,346.80,2
cohort_079,TOUCHPOINT,2026-01-12T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_079,TOUCHPOINT,2026-01-13T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_079,CONVERSION,2026-01-14T18:00:00Z,,,,,,US,adv_demo_001,13,7,7,522.00,1
cohort_080,TOUCHPOINT,2026-01-22T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_080,TOUCHPOINT,2026-01-23T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_080,TOUCHPOINT,2026-01-24T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_080,CONVERSION,2026-01-25T18:00:00Z,,,,,,US,adv_demo_001,14,8,10,880.43,3
cohort_081,TOUCHPOINT,2026-02-01T09:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_081,TOUCHPOINT,2026-02-02T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_081,TOUCHPOINT,2026-02-03T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_081,TOUCHPOINT,2026-02-04T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_081,CONVERSION,2026-02-05T18:00:00Z,,,,,,US,adv_demo_001,15,5,6,421.20,1
cohort_082,TOUCHPOINT,2026-02-14T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_082,TOUCHPOINT,2026-02-15T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_082,CONVERSION,2026-02-16T18:00:00Z,,,,,,US,adv_demo_001,16,7,8,808.49,2
cohort_083,TOUCHPOINT,2026-02-24T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_083,TOUCHPOINT,2026-02-25T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_083,TOUCHPOINT,2026-02-26T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_083,CONVERSION,2026-02-27T18:00:00Z,,,,,,US,adv_demo_001,17,9,10,752.40,2
cohort_084,TOUCHPOINT,2026-03-06T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_084,TOUCHPOINT,2026-03-07T10:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_084,TOUCHPOINT,2026-03-08T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_084,TOUCHPOINT,2026-03-09T12:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_084,CONVERSION,2026-03-10T18:00:00Z,,,,,,US,adv_demo_001,18,10,11,1303.90,3
cohort_085,TOUCHPOINT,2026-03-19T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_085,TOUCHPOINT,2026-03-20T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_085,CONVERSION,2026-03-21T18:00:00Z,,,,,,US,adv_demo_001,12,4,4,325.95,2
cohort_086,TOUCHPOINT,2026-01-03T09:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_086,TOUCHPOINT,2026-01-04T10:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_086,TOUCHPOINT,2026-01-05T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_086,CONVERSION,2026-01-06T18:00:00Z,,,,,,US,adv_demo_001,13,5,6,428.40,1
cohort_087,TOUCHPOINT,2026-01-13T09:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_087,TOUCHPOINT,2026-01-14T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_087,TOUCHPOINT,2026-01-15T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_087,TOUCHPOINT,2026-01-16T12:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_087,CONVERSION,2026-01-17T18:00:00Z,,,,,,US,adv_demo_001,14,6,6,552.82,2
cohort_088,TOUCHPOINT,2026-01-26T09:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_088,TOUCHPOINT,2026-01-27T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_088,CONVERSION,2026-01-28T18:00:00Z,,,,,,US,adv_demo_001,15,9,11,980.53,2
cohort_089,TOUCHPOINT,2026-02-05T09:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_089,TOUCHPOINT,2026-02-06T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_089,TOUCHPOINT,2026-02-07T11:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_089,CONVERSION,2026-02-08T18:00:00Z,,,,,,US,adv_demo_001,16,5,6,616.88,2
cohort_090,TOUCHPOINT,2026-02-15T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_090,TOUCHPOINT,2026-02-16T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_090,TOUCHPOINT,2026-02-17T11:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_090,TOUCHPOINT,2026-02-18T12:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_090,CONVERSION,2026-02-19T18:00:00Z,,,,,,US,adv_demo_001,17,6,6,510.30,1
cohort_091,TOUCHPOINT,2026-02-28T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_091,TOUCHPOINT,2026-03-01T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_091,CONVERSION,2026-03-02T18:00:00Z,,,,,,US,adv_demo_001,18,9,11,886.20,3
cohort_092,TOUCHPOINT,2026-03-10T09:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_092,TOUCHPOINT,2026-03-11T10:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_092,TOUCHPOINT,2026-03-12T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_092,CONVERSION,2026-03-13T18:00:00Z,,,,,,US,adv_demo_001,12,8,8,656.00,1
cohort_093,TOUCHPOINT,2026-03-20T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_093,TOUCHPOINT,2026-03-21T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_093,TOUCHPOINT,2026-03-22T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_093,TOUCHPOINT,2026-03-23T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_093,CONVERSION,2026-03-24T18:00:00Z,,,,,,US,adv_demo_001,13,4,4,261.62,2
cohort_094,TOUCHPOINT,2026-01-07T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_094,TOUCHPOINT,2026-01-08T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_094,CONVERSION,2026-01-09T18:00:00Z,,,,,,US,adv_demo_001,14,6,7,453.38,1
