user_id,channels,conversion,revenue,touch_count
u00692,"TikTok,Meta,Google Search",1,460,5
u00693,"TikTok,Meta",0,0,2
u00694,Google Search,0,0,1
u00695,"TikTok,Meta,Email",1,402.25,5
u00696,"Meta,Google Search",0,0,3
u00697,Google Search,0,0,1
u00698,TikTok,0,0,1
u00699,"Meta,TikTok,Google Search",1,803.15,4
u00700,TikTok,0,0,4
u00701,Google Search,0,0,2
u00702,"Meta,Email",0,0,2
u00703,"TikTok,Meta",0,0,4
u00704,"TikTok,Google Search",0,0,2
u00705,Google Search,0,0,1
u00706,"TikTok,Email,Meta",1,688.15,5
u00707,Google Search,0,0,2
u00708,Google Search,0,0,3
u00709,Google Search,0,0,1
u00710,"Meta,Google Search,Email",0,0,3
u00711,"Google Search,Meta,TikTok",1,724.75,3
u00712,TikTok,0,0,2
u00713,Google Search,0,0,1
u00714,TikTok,0,0,1
u00715,Meta,1,335.8,1
u00716,"TikTok,Google Search",0,0,5
u00717,"TikTok,Google Search",0,0,3
u00718,TikTok,0,0,2
u00719,"TikTok,Google Search,Meta",1,695.85,5
u00720,"Google Search,Email",0,0,4
u00721,"Google Search,Email,TikTok",0,0,5
u00722,TikTok,0,0,1
u00723,TikTok,0,0,1
u00724,"Meta,TikTok,Google Search",0,0,5
u00725,"TikTok,Email",0,0,2
u00726,"Meta,Email,Google Search",0,0,4
u00727,"TikTok,Google Search",0,0,3
u00728,"TikTok,Meta,Google Search",0,0,5
u00729,"TikTok,Meta",1,496.1,2
u00730,"Meta,TikTok,Google Search",0,0,5
u00731,"Meta,TikTok",0,0,3
u00732,"Google Search,TikTok",0,0,4
u00733,"TikTok,Meta",0,0,3
u00734,"Meta,Email,Google Search",0,0,3
u00735,"TikTok,Email,Google Search",1,763.45,4
u00736,Meta,0,0,1
u00737,"Meta,TikTok,Google Search",0,0,4
u00738,"Google Search,Meta",0,0,3
u00739,"TikTok,Meta",0,0,2
u00740,Meta,0,0,2
u00741,"Meta,TikTok,Google Search,Email",0,0,4
u00742,TikTok,0,0,1
u00743,Google Search,0,0,2
u00744,"Meta,Email",0,0,2
u00745,"Meta,Google Search",0,0,2
u00746,Google Search,0,0,1
u00747,TikTok,0,0,1
u00748,"TikTok,Meta,Email",0,0,4
u00749,"Meta,TikTok",0,0,2
u00750,Google Search,0,0,1
u00751,"Google Search,Meta",1,604.3,2
u00752,"TikTok,Meta",1,519.2,3
u00753,"Meta,TikTok,Google Search",0,0,5
u00754,Meta,0,0,2
u00755,"Meta,Google Search",0,0,2
u00756,"Meta,Google Search,TikTok",0,0,3
u00757,"TikTok,Google Search,Meta",0,0,4
u00758,Meta,0,0,2
u00759,TikTok,0,0,2
u00760,"TikTok,Google Search",1,456.05,4
u00761,"Google Search,TikTok",0,0,2
u00762,"TikTok,Google Search",0,0,3
u00763,"TikTok,Meta,Email",0,0,4
u00764,"Meta,Email",0,0,2
u00765,"Google Search,Meta",0,0,2
u00766,Google Search,1,451.05,1
u00767,"Meta,Google Search",0,0,2
u00768,"Google Search,TikTok",0,0,2
u00769,"TikTok,Meta",1,693.85,2
u00770,TikTok,1,639.1,1
u00771,Meta,0,0,2
u00772,TikTok,0,0,1
u00773,"Google Search,Meta",0,0,2
u00774,TikTok,0,0,1
u00775,"TikTok,Google Search",0,0,2
u00776,"Meta,Email",0,0,3
u00777,"TikTok,Google Search",0,0,2
u00778,"TikTok,Meta,Email,Google Search",1,722.55,5
u00779,"TikTok,Meta",1,339.05,2
u00780,TikTok,0,0,3
u00781,"TikTok,Google Search",0,0,4
u00782,"TikTok,Google Search",0,0,2
u00783,TikTok,0,0,1
u00784,"TikTok,Google Search",1,579.15,4
u00785,"TikTok,Meta",1,539.8,2
u00786,"TikTok,Google Search",1,778.95,4
u00787,"Meta,TikTok",0,0,5
u00788,"Meta,TikTok",1,512.2,4
u00789,Google Search,1,473.3,1
u00790,"Meta,Google Search,TikTok",1,545.55,5
u00791,"TikTok,Google Search",0,0,2
u00792,"Meta,Google Search",0,0,4
u00793,Email,0,0,1
u00794,"Meta,Google Search",0,0,4
u00795,"Meta,Google Search,Email",0,0,3
u00796,Google Search,0,0,1
u00797,"TikTok,Meta",1,539.35,3
u00798,"Meta,Google Search,TikTok",0,0,3
u00799,"Meta,TikTok,Google Search",1,763.55,3
u00800,"TikTok,Meta",1,531.2,4
u00801,"TikTok,Meta,Google Search,Email",0,0,4
u00802,"Google Search,TikTok",0,0,3
u00803,TikTok,0,0,1
u00804,Google Search,0,0,1
u00805,TikTok,0,0,1
u00806,"TikTok,Google Search,Meta",0,0,3
u00807,"TikTok,Meta",1,548.65,2
u00808,"Meta,TikTok",0,0,3
u00809,"TikTok,Meta",1,540.85,2
u00810,"Meta,Email",1,377.55,4
u00811,TikTok,0,0,2
u00812,"Meta,TikTok,Google Search",0,0,4
u00813,"Google Search,Email",1,340.35,2
u00814,"TikTok,Email,Meta",0,0,3
u00815,"Google Search,TikTok",0,0,3
u00816,TikTok,0,0,2
u00817,"Google Search,Email,TikTok",1,538.9,3
u00818,"TikTok,Google Search,Meta",1,857.45,5
u00819,TikTok,0,0,1
u00820,"TikTok,Meta,Google Search",0,0,5
u00821,"Meta,TikTok",1,600.55,2
u00822,"Meta,Email,Google Search",1,526.45,5
u00823,"Meta,Google Search",0,0,2
u00824,"Meta,Google Search",0,0,4
u00825,TikTok,0,0,1
u00826,"TikTok,Google Search",0,0,5
u00827,"TikTok,Google Search",0,0,2
u00828,"TikTok,Google Search",0,0,3
u00829,"TikTok,Meta",0,0,2
u00830,"TikTok,Meta,Email",1,601.95,4
u00831,"Google Search,Meta,Email",0,0,4
u00832,Google Search,0,0,1
u00833,Meta,0,0,3
u00834,TikTok,0,0,1
u00835,"Google Search,Email",0,0,2
u00836,"TikTok,Google Search",0,0,3
u00837,"Meta,Google Search",1,764.15,2
u00838,"TikTok,Google Search",0,0,3
u00839,"TikTok,Google Search,Meta",0,0,5
u00840,"Meta,Google Search,TikTok,Email",0,0,5
u00841,Email,0,0,1
u00842,"TikTok,Email,Google Search",1,777.4,3
u00843,"TikTok,Meta,Google Search",0,0,4
u00844,Google Search,0,0,1
u00845,Google Search,0,0,1
u00846,"Meta,TikTok",0,0,2
u00847,Google Search,0,0,1
u00848,"Meta,Email,Google Search,TikTok",1,644.2,5
u00849,"Google Search,Meta",1,303.05,2
u00850,"Meta,Email,TikTok",0,0,3
u00851,"TikTok,Google Search",1,626.95,4
u00852,"Meta,Google Search",0,0,3
u00853,"Meta,Google Search",0,0,4
u00854,"Google Search,Email,Meta",1,313.5,5
u00855,"TikTok,Meta",0,0,3
u00856,Google Search,0,0,1
u00857,Meta,0,0,1
u00858,"Meta,TikTok,Google Search",0,0,3
u00859,"Meta,Google Search",0,0,4
u00860,Meta,0,0,1
u00861,Email,0,0,1
u00862,"TikTok,Google Search",1,647.45,3
u00863,Google Search,0,0,2
u00864,"TikTok,Meta",0,0,2
u00865,"Google Search,TikTok,Meta",0,0,3
u00866,Meta,0,0,3
u00867,"TikTok,Google Search,Email",0,0,4
u00868,Meta,0,0,1
u00869,TikTok,0,0,1
u00870,Google Search,0,0,1
u00871,"TikTok,Google Search",0,0,3
u00872,"TikTok,Meta",0,0,3
u00873,Google Search,0,0,1
u00874,"Google Search,TikTok",0,0,3
u00875,"TikTok,Google Search,Meta",0,0,4
u00876,"TikTok,Email",0,0,2
u00877,Meta,0,0,1
u00878,"TikTok,Google Search",0,0,3
u00879,Email,0,0,1
u00880,TikTok,1,637.9,1
u00881,TikTok,0,0,3
u00882,"TikTok,Meta",0,0,3
u00883,TikTok,0,0,2
u00884,Meta,0,0,2
u00885,"Meta,TikTok",0,0,3
u00886,"TikTok,Meta",0,0,2
u00887,"Meta,TikTok,Google Search",0,0,4
u00888,TikTok,0,0,1
u00889,Meta,0,0,1
u00890,"Google Search,Meta,Email",0,0,5
u00891,"TikTok,Meta,Google Search",0,0,3
u00892,"Meta,Google Search",0,0,3
u00893,"Meta,TikTok",0,0,2
u00894,"TikTok,Meta",0,0,3
u00895,"TikTok,Email",0,0,3
u00896,"TikTok,Email,Meta,Google Search",1,450.2,5
u00897,"TikTok,Meta,Google Search",1,464.15,3
u00898,"Meta,Email,Google Search",1,947.65,4
u00899,"TikTok,Meta",0,0,2
u00900,"Google Search,Meta",0,0,3
u00901,"TikTok,Google Search",1,707.35,2
u00902,TikTok,0,0,2
u00903,"TikTok,Meta",0,0,3
u00904,"TikTok,Email,Meta",0,0,4
u00905,TikTok,0,0,1
u00906,TikTok,1,505.3,2
u00907,Google Search,0,0,1
u00908,"TikTok,Email",0,0,4
u00909,"Google Search,Meta",0,0,3
u00910,"TikTok,Google Search,Meta",0,0,5
u00911,"Meta,TikTok,Email",0,0,3
u00912,Meta,0,0,1
u00913,"Google Search,TikTok,Email",0,0,4
u00914,"Google Search,Meta",0,0,4
u00915,"Meta,Email",0,0,3
u00916,"Google Search,Meta,Email",1,733.3,4
u00917,Google Search,0,0,1
u00918,Meta,0,0,1
u00919,TikTok,0,0,1
u00920,"Meta,Google Search",0,0,5
u00921,Google Search,0,0,1
u00922,"Meta,Google Search,Email",0,0,4
u00923,Meta,0,0,1
u00924,"Meta,Google Search,TikTok",0,0,3
u00925,TikTok,0,0,2
u00926,Email,0,0,1
u00927,"Meta,Google Search",0,0,2
u00928,"Google Search,Meta,TikTok",1,622.4,3
u00929,"Meta,TikTok",0,0,2
u00930,TikTok,0,0,2
u00931,"Google Search,TikTok",0,0,3
u00932,"Meta,Google Search,Email,TikTok",1,702.1,5
u00933,"Google Search,TikTok",0,0,2
u00934,"Meta,Email",0,0,2
u00935,Google Search,0,0,1
u00936,"TikTok,Meta,Email",1,645.9,3
u00937,Meta,0,0,1
u00938,"TikTok,Meta",0,0,2
u00939,TikTok,0,0,1
u00940,"TikTok,Google Search",0,0,4
u00941,"Meta,Email,Google Search,TikTok",0,0,5
u00942,"Meta,Google Search",0,0,5
u00943,"TikTok,Google Search",0,0,2
u00944,"Meta,TikTok",0,0,2
u00945,"Google Search,Meta,TikTok",1,431.25,5
u00946,Meta,0,0,1
u00947,TikTok,0,0,1
u00948,Google Search,0,0,1
u00949,"Meta,TikTok,Email",1,408.1,5
u00950,"Meta,Email,TikTok",0,0,4
u00951,"Meta,TikTok,Email",0,0,3
u00952,"Google Search,Meta",0,0,3
u00953,"Meta,Google Search,Email",0,0,5
u00954,"Google Search,Email",1,807.2,3
u00955,"Meta,Email,TikTok",0,0,3
u00956,"TikTok,Google Search",0,0,2
u00957,"Google Search,TikTok",0,0,3
u00958,Meta,0,0,1
u00959,"TikTok,Meta",0,0,5
u00960,"TikTok,Email,Meta,Google Search",0,0,4
u00961,"Meta,Email,Google Search",0,0,3
u00962,"Google Search,Email",1,356.85,2
u00963,"Meta,Google Search",0,0,3
u00964,"TikTok,Meta",0,0,5
u00965,"TikTok,Meta,Google Search,Email",1,572.25,5
u00966,Meta,0,0,3
u00967,"TikTok,Google Search",0,0,2
u00968,Email,0,0,1
u00969,Email,0,0,1
u00970,Email,0,0,1
u00971,"TikTok,Meta",0,0,3
u00972,Meta,0,0,1
u00973,"Google Search,Meta",0,0,3
u00974,Meta,0,0,1
u00975,Meta,1,375,1
u00976,Email,0,0,1
u00977,"Meta,Google Search,Email",0,0,4
u00978,TikTok,0,0,1
u00979,"TikTok,Google Search",0,0,2
u00980,"TikTok,Google Search,Meta",1,454.15,3
u00981,"TikTok,Google Search,Meta",1,331,3
u00982,"Meta,Google Search",0,0,3
u00983,Google Search,1,923.3,1
u00984,"TikTok,Email",0,0,2
u00985,"TikTok,Google Search",0,0,2
u00986,"TikTok,Meta",0,0,3
u00987,"Meta,TikTok",1,726.4,3
u00988,"TikTok,Email",0,0,3
u00989,"TikTok,Google Search",1,745,3
u00990,"Google Search,Meta",1,543,4
u00991,"Google Search,Email",1,418.05,2
u00992,"Meta,Email",0,0,3
u00993,Meta,0,0,3
u00994,"Google Search,TikTok",0,0,4
u00995,"TikTok,Google Search,Meta",1,643.2,3
u00996,TikTok,0,0,2
u00997,"Meta,Google Search,Email",0,0,5
u00998,"TikTok,Meta,Email",0,0,5
u00999,"TikTok,Email,Meta,Google Search",0,0,5
u01000,"Meta,Google Search,Email,TikTok",1,598.9,5
u01001,"TikTok,Email,Meta",0,0,3
u01002,"Google Search,Meta",0,0,3
u01003,"Google Search,Meta,TikTok",1,537.75,4
u01004,"Meta,TikTok",0,0,2
u01005,"Meta,Google Search,TikTok",1,416.5,3
u01006,"TikTok,Google Search,Email",1,324,3
u01007,Meta,0,0,1
u01008,Meta,0,0,1
u01009,"TikTok,Google Search",1,617.6,3
u01010,"TikTok,Google Search",1,525.9,3
u01011,"Google Search,TikTok,Meta",1,695.55,3
u01012,Email,0,0,1
u01013,"Meta,Email,Google Search",1,692.8,5
u01014,Google Search,0,0,1
u01015,Meta,1,300.85,1
u01016,Meta,0,0,1
u01017,"Meta,TikTok",0,0,2
u01018,Google Search,0,0,2
u01019,"TikTok,Meta,Google Search",0,0,5
u01020,"Meta,TikTok",0,0,3
u01021,Google Search,0,0,1
u01022,"TikTok,Email,Meta",0,0,3
u01023,"TikTok,Email",0,0,2
u01024,"Meta,Google Search",0,0,2
u01025,Meta,0,0,2
u01026,Google Search,0,0,1
u01027,"Meta,Google Search",1,647.25,2
u01028,"TikTok,Meta,Email",0,0,4
u01029,"TikTok,Google Search,Meta",0,0,3
u01030,Email,0,0,1
u01031,"Google Search,Email",0,0,3
u01032,"TikTok,Google Search",1,621.45,2
u01033,"TikTok,Email,Meta,Google Search",1,710.3,5
u01034,"Meta,Google Search",0,0,2
u01035,Google Search,0,0,1
u01036,"Meta,Email,Google Search",0,0,3
u01037,Meta,0,0,2
u01038,"TikTok,Meta",0,0,4
u01039,"Google Search,TikTok",0,0,2
u01040,"Google Search,Meta,TikTok",1,624.85,5
u01041,Meta,0,0,1
u01042,Google Search,0,0,1
u01043,"Google Search,TikTok",0,0,2
u01044,Google Search,0,0,2
u01045,"TikTok,Google Search,Email",0,0,4
u01046,"Meta,Google Search,Email",0,0,3
u01047,TikTok,0,0,1
u01048,"Meta,TikTok",0,0,3
u01049,Google Search,0,0,3
u01050,"Meta,Google Search",1,510.65,4
u01051,"Google Search,Email",0,0,3
u01052,"TikTok,Google Search,Meta",1,888.6,5
u01053,"Meta,Google Search,Email",1,553.85,5
u01054,"Google Search,TikTok",0,0,2
u01055,"Google Search,Meta",1,308.65,2
u01056,"TikTok,Google Search",0,0,2
u01057,"TikTok,Google Search,Meta",0,0,5
u01058,"TikTok,Meta,Google Search",1,768.45,3
u01059,"TikTok,Google Search",0,0,2
u01060,"TikTok,Google Search",0,0,4
u01061,"Meta,TikTok",0,0,3
u01062,"Meta,TikTok",0,0,3
u01063,"Google Search,Meta",1,323.95,2
u01064,"TikTok,Google Search",0,0,3
u01065,TikTok,0,0,1
u01066,Google Search,0,0,1
u01067,"TikTok,Email",0,0,2
u01068,"Meta,Google Search",0,0,5
u01069,"TikTok,Meta",1,515.45,3
u01070,"Meta,TikTok",1,679.55,5
u01071,TikTok,0,0,1
u01072,Google Search,0,0,1
u01073,"Meta,Email,TikTok",1,587.5,3
u01074,"Meta,TikTok",1,586.55,4
u01075,"TikTok,Email",0,0,3
u01076,Google Search,0,0,1
u01077,"TikTok,Google Search",0,0,3
u01078,"Google Search,Meta",0,0,2
u01079,"Meta,TikTok",0,0,5
u01080,TikTok,0,0,1
u01081,"Google Search,Meta,TikTok",0,0,4
u01082,"Google Search,Meta",1,590.15,3
u01083,"TikTok,Google Search",0,0,2
u01084,Meta,0,0,2
u01085,"TikTok,Google Search",0,0,2
u01086,"Meta,TikTok",1,472.9,4
u01087,Meta,0,0,1
u01088,Meta,0,0,1
u01089,TikTok,0,0,3
u01090,Meta,0,0,2
u01091,"TikTok,Google Search,Email",0,0,3
u01092,"Meta,Email,TikTok",0,0,3
u01093,"Meta,Email,TikTok",0,0,4
u01094,TikTok,0,0,2
u01095,TikTok,0,0,1
u01096,"TikTok,Meta,Google Search",0,0,3
u01097,Google Search,0,0,1
u01098,"Meta,Google Search",0,0,3
u01099,"Google Search,TikTok,Meta",0,0,3
u01100,"TikTok,Meta",1,441.45,3
u01101,"TikTok,Google Search",0,0,2
u01102,TikTok,0,0,1
u01103,"Google Search,TikTok,Meta",1,527.4,4
u01104,"TikTok,Meta",0,0,3
u01105,Meta,0,0,2
u01106,"Google Search,Meta",1,354.45,4
u01107,"TikTok,Google Search",1,714.5,2
u01108,"TikTok,Meta,Email",0,0,3
u01109,"Google Search,Meta,Email",0,0,3
u01110,"Meta,Email,TikTok,Google Search",1,893.5,4
u01111,"TikTok,Meta",0,0,2
u01112,Google Search,0,0,1
u01113,"TikTok,Google Search",0,0,3
u01114,Google Search,0,0,1
u01115,"TikTok,Google Search",0,0,2
u01116,"TikTok,Meta",0,0,3
u01117,"TikTok,Meta",1,481.05,2
u01118,"TikTok,Google Search",0,0,2
u01119,"Google Search,Email",1,591.4,4
u01120,"TikTok,Google Search,Email",0,0,5
u01121,"TikTok,Email,Google Search",0,0,4
u01122,"TikTok,Meta",0,0,4
u01123,"Meta,Email,Google Search",1,769.9,5
u01124,"Meta,Google Search",0,0,4
u01125,"TikTok,Meta",0,0,2
u01126,Meta,0,0,1
u01127,"TikTok,Google Search",0,0,3
u01128,"TikTok,Google Search,Email",1,359.4,4
u01129,TikTok,0,0,1
u01130,"Google Search,Meta",0,0,2
u01131,"Meta,TikTok,Google Search",1,344.35,4
u01132,TikTok,0,0,1
u01133,"TikTok,Meta",1,337.25,2
u01134,Meta,0,0,1
u01135,"TikTok,Email",0,0,2
u01136,Meta,0,0,1
u01137,TikTok,0,0,1
u01138,TikTok,0,0,2
u01139,Meta,0,0,2
u01140,"Meta,Email,TikTok",1,482.25,4
u01141,"TikTok,Meta",0,0,2
u01142,"TikTok,Google Search,Email,Meta",0,0,5
u01143,Google Search,0,0,1
u01144,"Google Search,Meta",0,0,2
u01145,Meta,0,0,3
u01146,"Google Search,Meta",1,606,2
u01147,"TikTok,Meta",1,413.9,3
u01148,"Google Search,TikTok",0,0,2
u01149,Google Search,0,0,1
u01150,"TikTok,Meta,Google Search",0,0,3
u01151,"Meta,Google Search,TikTok",1,458.45,3
u01152,"Meta,Email,TikTok",0,0,3
u01153,"TikTok,Meta",1,360.1,2
u01154,"Meta,Google Search",0,0,3
u01155,"Meta,TikTok",0,0,2
u01156,"Meta,Google Search",0,0,2
u01157,"Meta,TikTok,Google Search",1,675.65,4
u01158,"TikTok,Email,Meta",1,649.5,4
u01159,Meta,0,0,2
u01160,"Meta,Email",0,0,2
u01161,"TikTok,Email,Google Search",1,907.4,3
u01162,"Google Search,Meta",0,0,3
u01163,"TikTok,Google Search",0,0,3
u01164,"TikTok,Meta",0,0,2
u01165,"Meta,Google Search",1,528.1,3
u01166,Email,0,0,1
u01167,"TikTok,Google Search,Email",0,0,4
u01168,TikTok,0,0,2
u01169,"Meta,Google Search",1,692.15,2
u01170,"Google Search,Email,Meta",0,0,3
u01171,"Meta,Google Search,Email",0,0,4
u01172,"TikTok,Google Search",0,0,3
u01173,"Google Search,Meta",0,0,4
u01174,"Meta,Google Search,TikTok",1,321.35,5
u01175,"Meta,Email,TikTok",0,0,5
u01176,Google Search,1,562.95,1
u01177,"TikTok,Meta",0,0,2
u01178,Google Search,0,0,1
u01179,"Meta,Google Search",0,0,2
u01180,"TikTok,Meta",0,0,2
u01181,"TikTok,Google Search,Meta",0,0,4
u01182,"Meta,TikTok",1,736.8,2
u01183,"Google Search,Email",0,0,2
u01184,"Meta,Google Search",0,0,3
u01185,"TikTok,Google Search",1,660.8,2
u01186,"TikTok,Meta",1,398.1,4
u01187,Meta,0,0,1
u01188,"Meta,Google Search",0,0,2
u01189,TikTok,0,0,1
u01190,TikTok,0,0,3
u01191,Google Search,0,0,1
u01192,"TikTok,Google Search",1,669.65,2
u01193,Meta,0,0,2
u01194,"Meta,TikTok",0,0,4
u01195,Google Search,0,0,1
u01196,"TikTok,Google Search,Email",0,0,4
u01197,"TikTok,Google Search",0,0,2
u01198,Google Search,0,0,1
u01199,"Google Search,Meta,TikTok",0,0,5
u01200,Google Search,0,0,2
u01201,Google Search,0,0,2
u01202,"Google Search,TikTok,Email",0,0,4
u01203,"Meta,Google Search",0,0,4
u01204,Google Search,0,0,1
u01205,"TikTok,Google Search,Meta",1,660.35,5
u01206,"Google Search,Email",0,0,2
u01207,"Meta,Google Search",0,0,2
u01208,"TikTok,Meta",0,0,2
u01209,TikTok,1,716.5,1
u01210,"Meta,Google Search",1,872.3,3
u01211,"Meta,TikTok,Google Search",1,367.45,5
u01212,"TikTok,Email",0,0,4
u01213,"TikTok,Meta",0,0,5
u01214,"TikTok,Google Search,Meta",0,0,3
u01215,"Meta,TikTok,Google Search",0,0,5
u01216,Google Search,0,0,1
u01217,"Google Search,TikTok",0,0,4
u01218,"TikTok,Meta,Google Search",0,0,3
u01219,"Meta,TikTok,Email",0,0,3
u01220,"TikTok,Google Search,Meta",0,0,4
u01221,Google Search,1,814.8,1
u01222,"Google Search,Meta",0,0,2
u01223,TikTok,0,0,1
u01224,"Meta,TikTok",0,0,2
u01225,"TikTok,Google Search,Meta,Email",1,642.5,5
u01226,"Meta,Google Search,TikTok",1,415.45,5
u01227,"Google Search,Meta",0,0,2
u01228,TikTok,0,0,2
u01229,"Google Search,Email",1,359.4,2
u01230,"Google Search,TikTok,Meta",0,0,3
u01231,"Meta,Google Search",1,570.25,3
u01232,"TikTok,Google Search",0,0,4
u01233,TikTok,0,0,2
u01234,TikTok,0,0,2
u01235,"TikTok,Google Search",0,0,4
u01236,"TikTok,Google Search,Email",1,562.65,3
u01237,"TikTok,Google Search,Meta",0,0,4
u01238,"Google Search,Meta",0,0,2
u01239,"TikTok,Meta",0,0,3
u01240,Meta,1,576.55,1
u01241,"TikTok,Google Search",1,876.45,4
u01242,"Meta,TikTok",1,451.55,4
u01243,"TikTok,Email,Google Search",1,546.65,3
u01244,"TikTok,Google Search,Meta,Email",0,0,5
u01245,"Meta,TikTok",0,0,2
u01246,"TikTok,Google Search,Meta",1,533.05,5
u01247,"TikTok,Google Search,Meta",0,0,5
u01248,"Meta,TikTok",0,0,3
u01249,"Meta,TikTok,Email",0,0,3
u01250,Google Search,0,0,2
u01251,"TikTok,Meta",0,0,3
u01252,"TikTok,Google Search",0,0,4
u01253,"Meta,TikTok",0,0,4
u01254,"Google Search,TikTok",1,567.4,5
u01255,Google Search,1,790.9,1
u01256,"TikTok,Email,Google Search",1,664.35,4
u01257,Google Search,0,0,1
u01258,TikTok,1,514.4,1
u01259,"Google Search,Meta,Email",1,531.9,3
u01260,"TikTok,Google Search",0,0,2
u01261,"TikTok,Email,Meta",0,0,4
u01262,"Google Search,Email,Meta",0,0,3
u01263,"TikTok,Meta",1,413.55,2
u01264,Email,0,0,1
u01265,"Google Search,TikTok",1,402.5,2
u01266,"Meta,Email,Google Search",1,488.6,3
u01267,"TikTok,Google Search,Meta",0,0,4
u01268,"Meta,TikTok,Google Search",0,0,4
u01269,"Meta,Google Search",0,0,4
u01270,TikTok,0,0,1
u01271,"TikTok,Google Search",1,821.95,3
u01272,TikTok,1,726.9,1
u01273,"Meta,Google Search",0,0,2
u01274,"Meta,Google Search",0,0,2
u01275,"TikTok,Meta,Email,Google Search",1,859.7,5
u01276,TikTok,0,0,1
u01277,TikTok,0,0,1
u01278,"TikTok,Google Search,Meta",1,479.8,3
u01279,"Meta,Email,TikTok",0,0,4
u01280,"TikTok,Meta",1,580.1,2
u01281,"Meta,Google Search,TikTok",1,410.45,3
u01282,Email,0,0,1
u01283,Google Search,0,0,1
u01284,"Meta,Google Search,Email",1,621.25,4
u01285,"TikTok,Meta",0,0,3
u01286,"TikTok,Google Search,Email,Meta",1,467.5,5
u01287,Google Search,1,748.65,1
u01288,Meta,0,0,2
u01289,"Meta,Google Search",0,0,2
u01290,"Meta,TikTok",0,0,3
u01291,Meta,0,0,2
u01292,"Google Search,TikTok,Email",0,0,4
u01293,TikTok,1,716.4,1
u01294,"Meta,Google Search",1,504.15,2
u01295,Google Search,0,0,2
u01296,TikTok,0,0,1
u01297,"Meta,Google Search",0,0,3
u01298,"TikTok,Email",1,530.7,2
u01299,"TikTok,Google Search,Email",0,0,5
u01300,"TikTok,Meta",0,0,2
u01301,"Meta,TikTok",0,0,2
u01302,"Google Search,Meta",0,0,2
u01303,"Google Search,Meta,Email",1,567.35,3
u01304,Email,0,0,1
u01305,Meta,1,418.1,1
u01306,"Meta,Google Search",0,0,2
u01307,"TikTok,Meta,Google Search",0,0,3
u01308,"TikTok,Google Search",0,0,3
u01309,Meta,0,0,1
u01310,"TikTok,Meta",0,0,4
u01311,"TikTok,Meta",0,0,2
u01312,Google Search,0,0,1
u01313,Google Search,0,0,1
u01314,Meta,0,0,1
u01315,"TikTok,Google Search,Email",0,0,4
u01316,TikTok,0,0,1
u01317,Google Search,0,0,2
u01318,"Meta,Google Search",0,0,2
u01319,"Google Search,Email,TikTok",0,0,4
u01320,"Meta,Google Search",0,0,2
u01321,Google Search,0,0,2
u01322,"Meta,Google Search",1,725.15,3
u01323,"TikTok,Meta",1,519.6,2
u01324,TikTok,1,543.15,1
u01325,"Google Search,Email,Meta,TikTok",1,550.6,5
u01326,Google Search,0,0,1
u01327,"TikTok,Google Search",1,634.25,4
u01328,"TikTok,Email",0,0,2
u01329,"Meta,Email,Google Search",0,0,5
u01330,"TikTok,Meta",0,0,5
u01331,"Meta,Email,TikTok,Google Search",1,520.95,5
u01332,"Meta,Google Search",1,946.25,2
u01333,TikTok,0,0,2
u01334,"TikTok,Google Search",0,0,3
u01335,TikTok,0,0,2
u01336,Google Search,0,0,1
u01337,TikTok,0,0,1
u01338,Meta,0,0,1
u01339,"TikTok,Meta,Email",0,0,4
u01340,"Meta,Google Search",0,0,3
u01341,"Meta,Google Search,TikTok",0,0,5
u01342,"TikTok,Meta,Google Search",1,513.25,4
u01343,"Meta,Google Search,TikTok",0,0,4
u01344,Meta,0,0,3
u01345,"Meta,Google Search",0,0,2
u01346,"Meta,Google Search",1,844.4,2
u01347,TikTok,0,0,3
u01348,"TikTok,Google Search,Email",0,0,3
u01349,Google Search,0,0,1
u01350,Google Search,1,584.5,1
u01351,"Meta,TikTok",1,508.15,3
u01352,Meta,1,466.1,1
u01353,"TikTok,Meta",0,0,2
u01354,"TikTok,Google Search",0,0,3
u01355,"Meta,TikTok,Google Search",1,493.2,4
u01356,"TikTok,Meta",0,0,4
u01357,Email,1,430.65,1
u01358,TikTok,1,680.95,1
u01359,"Meta,Google Search",1,340.8,4
u01360,"Meta,Email,Google Search",0,0,3
u01361,"Google Search,Meta",1,691.2,2
u01362,"TikTok,Email",0,0,3
u01363,"TikTok,Google Search,Meta",1,664.3,4
u01364,Google Search,0,0,1
u01365,Email,0,0,1
u01366,TikTok,0,0,2
u01367,"Meta,Google Search",0,0,3
u01368,"TikTok,Email,Meta",0,0,4
u01369,Email,0,0,1
u01370,"TikTok,Meta",0,0,3
u01371,Google Search,0,0,1
u01372,Google Search,0,0,1
u01373,Meta,0,0,2
u01374,"Meta,TikTok",0,0,2
u01375,"TikTok,Meta",0,0,3
u01376,"Meta,TikTok",1,473.85,3
u01377,"TikTok,Email",0,0,3
u01378,"TikTok,Google Search",0,0,3
u01379,"TikTok,Meta",0,0,4
u01380,"Meta,Email,TikTok",1,446.55,4
u01381,TikTok,0,0,1
u01382,"TikTok,Meta,Email",0,0,4
u01383,Email,0,0,1
u01384,"TikTok,Meta,Google Search",1,603.65,5
u01385,"Meta,Google Search",1,764.45,2
u01386,"Meta,TikTok",1,703.1,2
u01387,Meta,0,0,2
u01388,"Google Search,Email",0,0,5
u01389,TikTok,0,0,2
