user_id,path,conversion,revenue,touch_count,first_touch_channel,last_touch_channel,conversion_timestamp
u00663,Start > TikTok > Google Search > TikTok > Google Search > Meta > Conversion,1,453.1,5,TikTok,Meta,2026-01-27 11:00:00
u00664,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00665,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00666,Start > TikTok > Email > Google Search > Email > Meta > Null,0,0,5,TikTok,Meta,
u00667,Start > TikTok > TikTok > Meta > Meta > Google Search > Null,0,0,5,TikTok,Google Search,
u00668,Start > TikTok > Meta > Google Search > Email > Null,0,0,4,TikTok,Email,
u00669,Start > Google Search > Google Search > Google Search > Null,0,0,3,Google Search,Google Search,
u00670,Start > Google Search > TikTok > Google Search > Google Search > Null,0,0,4,Google Search,Google Search,
u00671,Start > Meta > Null,0,0,1,Meta,Meta,
u00672,Start > Google Search > Google Search > Null,0,0,2,Google Search,Google Search,
u00673,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00674,Start > Meta > Null,0,0,1,Meta,Meta,
u00675,Start > Google Search > Google Search > TikTok > Email > Email > Conversion,1,393.35,5,Google Search,Email,2026-01-07 05:17:00
u00676,Start > TikTok > Meta > Google Search > Null,0,0,3,TikTok,Google Search,
u00677,Start > Meta > Meta > Email > Null,0,0,3,Meta,Email,
u00678,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00679,Start > Meta > TikTok > TikTok > TikTok > Null,0,0,4,Meta,TikTok,
u00680,Start > Google Search > Meta > Google Search > Null,0,0,3,Google Search,Google Search,
u00681,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00682,Start > TikTok > Meta > Email > Conversion,1,405.25,3,TikTok,Email,2026-02-16 05:23:00
u00683,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00684,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00685,Start > Meta > TikTok > Email > Conversion,1,251.35,3,Meta,Email,2026-02-25 17:01:00
u00686,Start > Meta > TikTok > Meta > TikTok > Null,0,0,4,Meta,TikTok,
u00687,Start > Google Search > Meta > Meta > Conversion,1,653.45,3,Google Search,Meta,2026-01-13 13:44:00
u00688,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00689,Start > Meta > TikTok > Conversion,1,503.7,2,Meta,TikTok,2026-02-27 08:09:00
u00690,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00691,Start > Meta > Google Search > Google Search > Meta > Null,0,0,4,Meta,Meta,
u00692,Start > TikTok > Meta > TikTok > Meta > Google Search > Conversion,1,460,5,TikTok,Google Search,2026-03-04 11:08:00
u00693,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00694,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00695,Start > TikTok > Meta > Meta > Email > Email > Conversion,1,402.25,5,TikTok,Email,2026-03-03 23:22:00
u00696,Start > Meta > Meta > Google Search > Null,0,0,3,Meta,Google Search,
u00697,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00698,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00699,Start > Meta > TikTok > TikTok > Google Search > Conversion,1,803.15,4,Meta,Google Search,2026-02-14 17:53:00
u00700,Start > TikTok > TikTok > TikTok > TikTok > Null,0,0,4,TikTok,TikTok,
u00701,Start > Google Search > Google Search > Null,0,0,2,Google Search,Google Search,
u00702,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00703,Start > TikTok > Meta > Meta > Meta > Null,0,0,4,TikTok,Meta,
u00704,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00705,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00706,Start > TikTok > Email > TikTok > Meta > Meta > Conversion,1,688.15,5,TikTok,Meta,2026-02-01 18:13:00
u00707,Start > Google Search > Google Search > Null,0,0,2,Google Search,Google Search,
u00708,Start > Google Search > Google Search > Google Search > Null,0,0,3,Google Search,Google Search,
u00709,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00710,Start > Meta > Google Search > Email > Null,0,0,3,Meta,Email,
u00711,Start > Google Search > Meta > TikTok > Conversion,1,724.75,3,Google Search,TikTok,2026-02-23 06:07:00
u00712,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00713,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00714,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00715,Start > Meta > Conversion,1,335.8,1,Meta,Meta,2026-01-29 20:21:00
u00716,Start > TikTok > TikTok > Google Search > Google Search > TikTok > Null,0,0,5,TikTok,TikTok,
u00717,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00718,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00719,Start > TikTok > Google Search > Google Search > Meta > Google Search > Conversion,1,695.85,5,TikTok,Google Search,2026-02-26 23:59:00
u00720,Start > Google Search > Google Search > Email > Email > Null,0,0,4,Google Search,Email,
u00721,Start > Google Search > Email > TikTok > Google Search > Email > Null,0,0,5,Google Search,Email,
u00722,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00723,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00724,Start > Meta > TikTok > Google Search > TikTok > Meta > Null,0,0,5,Meta,Meta,
u00725,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00726,Start > Meta > Email > Google Search > Google Search > Null,0,0,4,Meta,Google Search,
u00727,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00728,Start > TikTok > Meta > Google Search > Meta > TikTok > Null,0,0,5,TikTok,TikTok,
u00729,Start > TikTok > Meta > Conversion,1,496.1,2,TikTok,Meta,2026-02-10 14:02:00
u00730,Start > Meta > Meta > TikTok > Google Search > Google Search > Null,0,0,5,Meta,Google Search,
u00731,Start > Meta > Meta > TikTok > Null,0,0,3,Meta,TikTok,
u00732,Start > Google Search > Google Search > TikTok > TikTok > Null,0,0,4,Google Search,TikTok,
u00733,Start > TikTok > Meta > Meta > Null,0,0,3,TikTok,Meta,
u00734,Start > Meta > Email > Google Search > Null,0,0,3,Meta,Google Search,
u00735,Start > TikTok > Email > Email > Google Search > Conversion,1,763.45,4,TikTok,Google Search,2026-02-06 21:09:00
u00736,Start > Meta > Null,0,0,1,Meta,Meta,
u00737,Start > Meta > TikTok > Google Search > Google Search > Null,0,0,4,Meta,Google Search,
u00738,Start > Google Search > Meta > Google Search > Null,0,0,3,Google Search,Google Search,
u00739,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00740,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00741,Start > Meta > TikTok > Google Search > Email > Null,0,0,4,Meta,Email,
u00742,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00743,Start > Google Search > Google Search > Null,0,0,2,Google Search,Google Search,
u00744,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00745,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00746,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00747,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00748,Start > TikTok > Meta > TikTok > Email > Null,0,0,4,TikTok,Email,
u00749,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00750,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00751,Start > Google Search > Meta > Conversion,1,604.3,2,Google Search,Meta,2026-01-19 21:02:00
u00752,Start > TikTok > Meta > Meta > Conversion,1,519.2,3,TikTok,Meta,2026-01-09 13:20:00
u00753,Start > Meta > TikTok > Google Search > Meta > Google Search > Null,0,0,5,Meta,Google Search,
u00754,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00755,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00756,Start > Meta > Google Search > TikTok > Null,0,0,3,Meta,TikTok,
u00757,Start > TikTok > Google Search > Meta > TikTok > Null,0,0,4,TikTok,TikTok,
u00758,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00759,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00760,Start > TikTok > Google Search > Google Search > Google Search > Conversion,1,456.05,4,TikTok,Google Search,2026-02-21 10:46:00
u00761,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00762,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00763,Start > TikTok > Meta > Email > Meta > Null,0,0,4,TikTok,Meta,
u00764,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00765,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00766,Start > Google Search > Conversion,1,451.05,1,Google Search,Google Search,2026-01-26 16:36:00
u00767,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00768,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00769,Start > TikTok > Meta > Conversion,1,693.85,2,TikTok,Meta,2026-02-10 13:06:00
u00770,Start > TikTok > Conversion,1,639.1,1,TikTok,TikTok,2026-01-15 19:34:00
u00771,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00772,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00773,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00774,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00775,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00776,Start > Meta > Meta > Email > Null,0,0,3,Meta,Email,
u00777,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00778,Start > TikTok > Meta > Meta > Email > Google Search > Conversion,1,722.55,5,TikTok,Google Search,2026-01-21 04:44:00
u00779,Start > TikTok > Meta > Conversion,1,339.05,2,TikTok,Meta,2026-02-16 05:30:00
u00780,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00781,Start > TikTok > TikTok > TikTok > Google Search > Null,0,0,4,TikTok,Google Search,
u00782,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00783,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00784,Start > TikTok > Google Search > Google Search > Google Search > Conversion,1,579.15,4,TikTok,Google Search,2026-02-20 00:04:00
u00785,Start > TikTok > Meta > Conversion,1,539.8,2,TikTok,Meta,2026-01-21 02:39:00
u00786,Start > TikTok > TikTok > Google Search > Google Search > Conversion,1,778.95,4,TikTok,Google Search,2026-01-12 18:33:00
u00787,Start > Meta > TikTok > Meta > Meta > Meta > Null,0,0,5,Meta,Meta,
u00788,Start > Meta > TikTok > Meta > TikTok > Conversion,1,512.2,4,Meta,TikTok,2026-03-02 03:59:00
u00789,Start > Google Search > Conversion,1,473.3,1,Google Search,Google Search,2026-02-16 04:38:00
u00790,Start > Meta > Google Search > Google Search > Google Search > TikTok > Conversion,1,545.55,5,Meta,TikTok,2026-01-14 01:39:00
u00791,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00792,Start > Meta > Google Search > Meta > Google Search > Null,0,0,4,Meta,Google Search,
u00793,Start > Email > Null,0,0,1,Email,Email,
u00794,Start > Meta > Google Search > Google Search > Google Search > Null,0,0,4,Meta,Google Search,
u00795,Start > Meta > Google Search > Email > Null,0,0,3,Meta,Email,
u00796,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00797,Start > TikTok > TikTok > Meta > Conversion,1,539.35,3,TikTok,Meta,2026-02-16 04:52:00
u00798,Start > Meta > Google Search > TikTok > Null,0,0,3,Meta,TikTok,
u00799,Start > Meta > TikTok > Google Search > Conversion,1,763.55,3,Meta,Google Search,2026-02-18 23:46:00
u00800,Start > TikTok > Meta > TikTok > TikTok > Conversion,1,531.2,4,TikTok,TikTok,2026-01-14 16:30:00
u00801,Start > TikTok > Meta > Google Search > Email > Null,0,0,4,TikTok,Email,
u00802,Start > Google Search > TikTok > TikTok > Null,0,0,3,Google Search,TikTok,
u00803,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00804,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00805,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00806,Start > TikTok > Google Search > Meta > Null,0,0,3,TikTok,Meta,
u00807,Start > TikTok > Meta > Conversion,1,548.65,2,TikTok,Meta,2026-02-14 05:54:00
u00808,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00809,Start > TikTok > Meta > Conversion,1,540.85,2,TikTok,Meta,2026-02-04 06:50:00
u00810,Start > Meta > Email > Email > Meta > Conversion,1,377.55,4,Meta,Meta,2026-01-27 14:25:00
u00811,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00812,Start > Meta > TikTok > Google Search > Google Search > Null,0,0,4,Meta,Google Search,
u00813,Start > Google Search > Email > Conversion,1,340.35,2,Google Search,Email,2026-02-06 09:48:00
u00814,Start > TikTok > Email > Meta > Null,0,0,3,TikTok,Meta,
u00815,Start > Google Search > TikTok > Google Search > Null,0,0,3,Google Search,Google Search,
u00816,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00817,Start > Google Search > Email > TikTok > Conversion,1,538.9,3,Google Search,TikTok,2026-02-05 12:25:00
u00818,Start > TikTok > Google Search > Meta > TikTok > Google Search > Conversion,1,857.45,5,TikTok,Google Search,2026-02-20 00:56:00
u00819,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00820,Start > TikTok > Meta > TikTok > Google Search > TikTok > Null,0,0,5,TikTok,TikTok,
u00821,Start > Meta > TikTok > Conversion,1,600.55,2,Meta,TikTok,2026-02-15 14:18:00
u00822,Start > Meta > Email > Google Search > Meta > Email > Conversion,1,526.45,5,Meta,Email,2026-02-23 15:05:00
u00823,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00824,Start > Meta > Google Search > Google Search > Google Search > Null,0,0,4,Meta,Google Search,
u00825,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00826,Start > TikTok > Google Search > TikTok > Google Search > TikTok > Null,0,0,5,TikTok,TikTok,
u00827,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00828,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00829,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00830,Start > TikTok > Meta > Email > TikTok > Conversion,1,601.95,4,TikTok,TikTok,2026-01-05 00:55:00
u00831,Start > Google Search > Meta > Email > Email > Null,0,0,4,Google Search,Email,
u00832,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00833,Start > Meta > Meta > Meta > Null,0,0,3,Meta,Meta,
u00834,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00835,Start > Google Search > Email > Null,0,0,2,Google Search,Email,
u00836,Start > TikTok > Google Search > TikTok > Null,0,0,3,TikTok,TikTok,
u00837,Start > Meta > Google Search > Conversion,1,764.15,2,Meta,Google Search,2026-01-08 14:03:00
u00838,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00839,Start > TikTok > Google Search > Google Search > Google Search > Meta > Null,0,0,5,TikTok,Meta,
u00840,Start > Meta > Google Search > TikTok > Meta > Email > Null,0,0,5,Meta,Email,
u00841,Start > Email > Null,0,0,1,Email,Email,
u00842,Start > TikTok > Email > Google Search > Conversion,1,777.4,3,TikTok,Google Search,2026-01-31 09:51:00
u00843,Start > TikTok > Meta > TikTok > Google Search > Null,0,0,4,TikTok,Google Search,
u00844,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00845,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00846,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00847,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00848,Start > Meta > Email > Google Search > TikTok > Meta > Conversion,1,644.2,5,Meta,Meta,2026-02-27 18:47:00
u00849,Start > Google Search > Meta > Conversion,1,303.05,2,Google Search,Meta,2026-02-17 14:19:00
u00850,Start > Meta > Email > TikTok > Null,0,0,3,Meta,TikTok,
u00851,Start > TikTok > TikTok > TikTok > Google Search > Conversion,1,626.95,4,TikTok,Google Search,2026-02-02 03:50:00
u00852,Start > Meta > Google Search > Google Search > Null,0,0,3,Meta,Google Search,
u00853,Start > Meta > Google Search > Meta > Meta > Null,0,0,4,Meta,Meta,
u00854,Start > Google Search > Email > Google Search > Meta > Meta > Conversion,1,313.5,5,Google Search,Meta,2026-02-09 02:20:00
u00855,Start > TikTok > Meta > Meta > Null,0,0,3,TikTok,Meta,
u00856,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00857,Start > Meta > Null,0,0,1,Meta,Meta,
u00858,Start > Meta > TikTok > Google Search > Null,0,0,3,Meta,Google Search,
u00859,Start > Meta > Meta > Google Search > Meta > Null,0,0,4,Meta,Meta,
u00860,Start > Meta > Null,0,0,1,Meta,Meta,
u00861,Start > Email > Null,0,0,1,Email,Email,
u00862,Start > TikTok > Google Search > TikTok > Conversion,1,647.45,3,TikTok,TikTok,2026-02-16 19:28:00
u00863,Start > Google Search > Google Search > Null,0,0,2,Google Search,Google Search,
u00864,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00865,Start > Google Search > TikTok > Meta > Null,0,0,3,Google Search,Meta,
u00866,Start > Meta > Meta > Meta > Null,0,0,3,Meta,Meta,
u00867,Start > TikTok > TikTok > Google Search > Email > Null,0,0,4,TikTok,Email,
u00868,Start > Meta > Null,0,0,1,Meta,Meta,
u00869,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00870,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00871,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00872,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00873,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00874,Start > Google Search > TikTok > Google Search > Null,0,0,3,Google Search,Google Search,
u00875,Start > TikTok > Google Search > Meta > TikTok > Null,0,0,4,TikTok,TikTok,
u00876,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00877,Start > Meta > Null,0,0,1,Meta,Meta,
u00878,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00879,Start > Email > Null,0,0,1,Email,Email,
u00880,Start > TikTok > Conversion,1,637.9,1,TikTok,TikTok,2026-01-12 21:10:00
u00881,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00882,Start > TikTok > Meta > Meta > Null,0,0,3,TikTok,Meta,
u00883,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00884,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00885,Start > Meta > Meta > TikTok > Null,0,0,3,Meta,TikTok,
u00886,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00887,Start > Meta > Meta > TikTok > Google Search > Null,0,0,4,Meta,Google Search,
u00888,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00889,Start > Meta > Null,0,0,1,Meta,Meta,
u00890,Start > Google Search > Google Search > Meta > Google Search > Email > Null,0,0,5,Google Search,Email,
u00891,Start > TikTok > Meta > Google Search > Null,0,0,3,TikTok,Google Search,
u00892,Start > Meta > Meta > Google Search > Null,0,0,3,Meta,Google Search,
u00893,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00894,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00895,Start > TikTok > TikTok > Email > Null,0,0,3,TikTok,Email,
u00896,Start > TikTok > TikTok > Email > Meta > Google Search > Conversion,1,450.2,5,TikTok,Google Search,2026-01-07 23:41:00
u00897,Start > TikTok > Meta > Google Search > Conversion,1,464.15,3,TikTok,Google Search,2026-01-06 03:29:00
u00898,Start > Meta > Email > Google Search > Google Search > Conversion,1,947.65,4,Meta,Google Search,2026-02-28 02:18:00
u00899,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00900,Start > Google Search > Meta > Google Search > Null,0,0,3,Google Search,Google Search,
u00901,Start > TikTok > Google Search > Conversion,1,707.35,2,TikTok,Google Search,2026-01-25 03:10:00
u00902,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00903,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00904,Start > TikTok > TikTok > Email > Meta > Null,0,0,4,TikTok,Meta,
u00905,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00906,Start > TikTok > TikTok > Conversion,1,505.3,2,TikTok,TikTok,2026-01-29 16:45:00
u00907,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00908,Start > TikTok > Email > Email > Email > Null,0,0,4,TikTok,Email,
u00909,Start > Google Search > Meta > Meta > Null,0,0,3,Google Search,Meta,
u00910,Start > TikTok > Google Search > Meta > Meta > Google Search > Null,0,0,5,TikTok,Google Search,
u00911,Start > Meta > TikTok > Email > Null,0,0,3,Meta,Email,
u00912,Start > Meta > Null,0,0,1,Meta,Meta,
u00913,Start > Google Search > TikTok > Email > Email > Null,0,0,4,Google Search,Email,
u00914,Start > Google Search > Google Search > Meta > Google Search > Null,0,0,4,Google Search,Google Search,
u00915,Start > Meta > Email > Meta > Null,0,0,3,Meta,Meta,
u00916,Start > Google Search > Meta > Email > Google Search > Conversion,1,733.3,4,Google Search,Google Search,2026-01-06 13:53:00
u00917,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00918,Start > Meta > Null,0,0,1,Meta,Meta,
u00919,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00920,Start > Meta > Google Search > Google Search > Meta > Google Search > Null,0,0,5,Meta,Google Search,
u00921,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00922,Start > Meta > Google Search > Email > Email > Null,0,0,4,Meta,Email,
u00923,Start > Meta > Null,0,0,1,Meta,Meta,
u00924,Start > Meta > Google Search > TikTok > Null,0,0,3,Meta,TikTok,
u00925,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00926,Start > Email > Null,0,0,1,Email,Email,
u00927,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00928,Start > Google Search > Meta > TikTok > Conversion,1,622.4,3,Google Search,TikTok,2026-01-10 08:42:00
u00929,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00930,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00931,Start > Google Search > Google Search > TikTok > Null,0,0,3,Google Search,TikTok,
u00932,Start > Meta > Google Search > Email > TikTok > Google Search > Conversion,1,702.1,5,Meta,Google Search,2026-01-12 22:40:00
u00933,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00934,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00935,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00936,Start > TikTok > Meta > Email > Conversion,1,645.9,3,TikTok,Email,2026-03-02 13:44:00
u00937,Start > Meta > Null,0,0,1,Meta,Meta,
u00938,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00939,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00940,Start > TikTok > TikTok > TikTok > Google Search > Null,0,0,4,TikTok,Google Search,
u00941,Start > Meta > Email > Email > Google Search > TikTok > Null,0,0,5,Meta,TikTok,
u00942,Start > Meta > Google Search > Google Search > Google Search > Meta > Null,0,0,5,Meta,Meta,
u00943,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00944,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00945,Start > Google Search > Meta > TikTok > Meta > Meta > Conversion,1,431.25,5,Google Search,Meta,2026-01-30 22:12:00
u00946,Start > Meta > Null,0,0,1,Meta,Meta,
u00947,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00948,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00949,Start > Meta > Meta > Meta > TikTok > Email > Conversion,1,408.1,5,Meta,Email,2026-01-05 10:13:00
u00950,Start > Meta > Email > TikTok > Meta > Null,0,0,4,Meta,Meta,
u00951,Start > Meta > TikTok > Email > Null,0,0,3,Meta,Email,
u00952,Start > Google Search > Google Search > Meta > Null,0,0,3,Google Search,Meta,
u00953,Start > Meta > Google Search > Email > Google Search > Meta > Null,0,0,5,Meta,Meta,
u00954,Start > Google Search > Email > Google Search > Conversion,1,807.2,3,Google Search,Google Search,2026-01-20 11:39:00
u00955,Start > Meta > Email > TikTok > Null,0,0,3,Meta,TikTok,
u00956,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00957,Start > Google Search > TikTok > Google Search > Null,0,0,3,Google Search,Google Search,
u00958,Start > Meta > Null,0,0,1,Meta,Meta,
u00959,Start > TikTok > Meta > Meta > Meta > Meta > Null,0,0,5,TikTok,Meta,
u00960,Start > TikTok > Email > Meta > Google Search > Null,0,0,4,TikTok,Google Search,
u00961,Start > Meta > Email > Google Search > Null,0,0,3,Meta,Google Search,
u00962,Start > Google Search > Email > Conversion,1,356.85,2,Google Search,Email,2026-02-07 20:57:00
u00963,Start > Meta > Google Search > Meta > Null,0,0,3,Meta,Meta,
u00964,Start > TikTok > TikTok > Meta > TikTok > Meta > Null,0,0,5,TikTok,Meta,
u00965,Start > TikTok > Meta > Google Search > Email > Meta > Conversion,1,572.25,5,TikTok,Meta,2026-01-06 00:36:00
u00966,Start > Meta > Meta > Meta > Null,0,0,3,Meta,Meta,
u00967,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00968,Start > Email > Null,0,0,1,Email,Email,
u00969,Start > Email > Null,0,0,1,Email,Email,
u00970,Start > Email > Null,0,0,1,Email,Email,
u00971,Start > TikTok > TikTok > Meta > Null,0,0,3,TikTok,Meta,
u00972,Start > Meta > Null,0,0,1,Meta,Meta,
u00973,Start > Google Search > Google Search > Meta > Null,0,0,3,Google Search,Meta,
u00974,Start > Meta > Null,0,0,1,Meta,Meta,
u00975,Start > Meta > Conversion,1,375,1,Meta,Meta,2026-01-16 10:04:00
u00976,Start > Email > Null,0,0,1,Email,Email,
u00977,Start > Meta > Google Search > Email > Google Search > Null,0,0,4,Meta,Google Search,
u00978,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00979,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00980,Start > TikTok > Google Search > Meta > Conversion,1,454.15,3,TikTok,Meta,2026-02-27 23:51:00
u00981,Start > TikTok > Google Search > Meta > Conversion,1,331,3,TikTok,Meta,2026-02-05 10:44:00
u00982,Start > Meta > Google Search > Meta > Null,0,0,3,Meta,Meta,
u00983,Start > Google Search > Conversion,1,923.3,1,Google Search,Google Search,2026-02-11 12:32:00
u00984,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00985,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00986,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00987,Start > Meta > Meta > TikTok > Conversion,1,726.4,3,Meta,TikTok,2026-01-20 21:36:00
u00988,Start > TikTok > Email > TikTok > Null,0,0,3,TikTok,TikTok,
u00989,Start > TikTok > Google Search > TikTok > Conversion,1,745,3,TikTok,TikTok,2026-03-01 10:06:00
u00990,Start > Google Search > Google Search > Google Search > Meta > Conversion,1,543,4,Google Search,Meta,2026-01-24 02:17:00
u00991,Start > Google Search > Email > Conversion,1,418.05,2,Google Search,Email,2026-02-10 06:48:00
u00992,Start > Meta > Meta > Email > Null,0,0,3,Meta,Email,
u00993,Start > Meta > Meta > Meta > Null,0,0,3,Meta,Meta,
u00994,Start > Google Search > TikTok > Google Search > TikTok > Null,0,0,4,Google Search,TikTok,
u00995,Start > TikTok > Google Search > Meta > Conversion,1,643.2,3,TikTok,Meta,2026-01-19 21:01:00
u00996,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00997,Start > Meta > Google Search > Email > Google Search > Meta > Null,0,0,5,Meta,Meta,
u00998,Start > TikTok > Meta > Meta > Meta > Email > Null,0,0,5,TikTok,Email,
