user_id, timestamp          , channel      , event_type   , campaign_id, platform     , region    , industry , creative_type, conversion, revenue
u00932 , 2026-01-12 22:40:00, Conversion   , purchase     ,            , Conversion   , US-East   , Tech     ,              ,          1,  702.1
u00933 , 2026-02-16 08:10:00, Google Search, impression   , GS-3001    , Google Search, US-South  , Travel   , Carousel     ,          0,    0
u00933 , 2026-02-17 15:04:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Travel   , UGC          ,          0,    0
u00933 , 2026-02-24 15:04:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00934 , 2026-02-01 17:06:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Education, Polished     ,          0,    0
u00934 , 2026-02-02 21:25:00, Email        , click        , EM-4001    , Email        , US-South  , Education, UGC          ,          0,    0
u00934 , 2026-02-09 21:25:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00935 , 2026-01-18 05:16:00, Google Search, click        , GS-3002    , Google Search, US-East   , Tech     , UGC          ,          0,    0
u00935 , 2026-01-25 05:16:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00936 , 2026-02-28 04:48:00, TikTok       , impression   , TT-1001    , TikTok       , US-South  , Fashion  , Carousel     ,          0,    0
u00936 , 2026-02-28 20:43:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Fashion  , Carousel     ,          0,    0
u00936 , 2026-03-01 01:30:00, Email        , impression   , EM-4003    , Email        , US-South  , Fashion  , UGC          ,          0,    0
u00936 , 2026-03-02 13:44:00, Conversion   , purchase     ,            , Conversion   , US-South  , Fashion  ,              ,          1,  645.9
u00937 , 2026-03-02 21:46:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Education, Carousel     ,          0,    0
u00937 , 2026-03-09 21:46:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00938 , 2026-02-04 13:46:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Fashion  , Carousel     ,          0,    0
u00938 , 2026-02-05 03:51:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Fashion  , Polished     ,          0,    0
u00938 , 2026-02-12 03:51:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00939 , 2026-01-14 00:12:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Travel   , Polished     ,          0,    0
u00939 , 2026-01-21 00:12:00, Null         , no_conversion,            , Null         , US-West   , Travel   ,              ,          0,    0
u00940 , 2026-02-13 00:44:00, TikTok       , click        , TT-1001    , TikTok       , US-South  , Tech     , UGC          ,          0,    0
u00940 , 2026-02-13 14:35:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Tech     , Polished     ,          0,    0
u00940 , 2026-02-14 05:38:00, TikTok       , click        , TT-1001    , TikTok       , US-South  , Tech     , UGC          ,          0,    0
u00940 , 2026-02-15 04:39:00, Google Search, impression   , GS-3002    , Google Search, US-South  , Tech     , Carousel     ,          0,    0
u00940 , 2026-02-22 04:39:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00941 , 2026-02-23 18:34:00, Meta         , click        , MT-2001    , Meta         , US-West   , Education, Polished     ,          0,    0
u00941 , 2026-02-23 21:44:00, Email        , click        , EM-4001    , Email        , US-West   , Education, Carousel     ,          0,    0
u00941 , 2026-02-24 03:04:00, Email        , impression   , EM-4003    , Email        , US-West   , Education, UGC          ,          0,    0
u00941 , 2026-02-24 12:02:00, Google Search, click        , GS-3003    , Google Search, US-West   , Education, Carousel     ,          0,    0
u00941 , 2026-02-25 12:39:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Education, Carousel     ,          0,    0
u00941 , 2026-03-04 12:39:00, Null         , no_conversion,            , Null         , US-West   , Education,              ,          0,    0
u00942 , 2026-01-30 03:47:00, Meta         , click        , MT-2002    , Meta         , US-South  , Tech     , Carousel     ,          0,    0
u00942 , 2026-01-31 02:48:00, Google Search, click        , GS-3001    , Google Search, US-South  , Tech     , Carousel     ,          0,    0
u00942 , 2026-01-31 06:48:00, Google Search, click        , GS-3003    , Google Search, US-South  , Tech     , Polished     ,          0,    0
u00942 , 2026-02-01 05:01:00, Google Search, click        , GS-3001    , Google Search, US-South  , Tech     , Carousel     ,          0,    0
u00942 , 2026-02-01 14:45:00, Meta         , click        , MT-2001    , Meta         , US-South  , Tech     , UGC          ,          0,    0
u00942 , 2026-02-08 14:45:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00943 , 2026-01-09 22:00:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Education, Polished     ,          0,    0
u00943 , 2026-01-10 20:58:00, Google Search, impression   , GS-3003    , Google Search, US-South  , Education, UGC          ,          0,    0
u00943 , 2026-01-17 20:58:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00944 , 2026-02-10 08:55:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Travel   , Polished     ,          0,    0
u00944 , 2026-02-10 13:57:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Travel   , Polished     ,          0,    0
u00944 , 2026-02-17 13:57:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00945 , 2026-01-27 22:11:00, Google Search, click        , GS-3003    , Google Search, US-East   , Tech     , Polished     ,          0,    0
u00945 , 2026-01-28 09:55:00, Meta         , click        , MT-2001    , Meta         , US-East   , Tech     , Carousel     ,          0,    0
u00945 , 2026-01-29 10:07:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Tech     , Polished     ,          0,    0
u00945 , 2026-01-30 07:51:00, Meta         , click        , MT-2001    , Meta         , US-East   , Tech     , Polished     ,          0,    0
u00945 , 2026-01-30 10:51:00, Meta         , impression   , MT-2002    , Meta         , US-East   , Tech     , Polished     ,          0,    0
u00945 , 2026-01-30 22:12:00, Conversion   , purchase     ,            , Conversion   , US-East   , Tech     ,              ,          1,  431.25
u00946 , 2026-02-11 04:09:00, Meta         , impression   , MT-2001    , Meta         , US-West   , Fashion  , Polished     ,          0,    0
u00946 , 2026-02-18 04:09:00, Null         , no_conversion,            , Null         , US-West   , Fashion  ,              ,          0,    0
u00947 , 2026-01-31 15:00:00, TikTok       , click        , TT-1001    , TikTok       , US-South  , Tech     , UGC          ,          0,    0
u00947 , 2026-02-07 15:00:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00948 , 2026-02-25 10:01:00, Google Search, click        , GS-3001    , Google Search, US-South  , Education, Carousel     ,          0,    0
u00948 , 2026-03-04 10:01:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00949 , 2026-01-02 11:13:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Fashion  , UGC          ,          0,    0
u00949 , 2026-01-02 14:31:00, Meta         , click        , MT-2002    , Meta         , US-South  , Fashion  , Polished     ,          0,    0
u00949 , 2026-01-03 04:19:00, Meta         , click        , MT-2003    , Meta         , US-South  , Fashion  , Carousel     ,          0,    0
u00949 , 2026-01-04 08:53:00, TikTok       , impression   , TT-1001    , TikTok       , US-South  , Fashion  , Carousel     ,          0,    0
u00949 , 2026-01-04 14:03:00, Email        , impression   , EM-4002    , Email        , US-South  , Fashion  , Carousel     ,          0,    0
u00949 , 2026-01-05 10:13:00, Conversion   , purchase     ,            , Conversion   , US-South  , Fashion  ,              ,          1,  408.1
u00950 , 2026-01-28 01:07:00, Meta         , impression   , MT-2001    , Meta         , US-West   , Fashion  , Polished     ,          0,    0
u00950 , 2026-01-29 02:45:00, Email        , impression   , EM-4001    , Email        , US-West   , Fashion  , Polished     ,          0,    0
u00950 , 2026-01-29 08:36:00, TikTok       , impression   , TT-1001    , TikTok       , US-West   , Fashion  , UGC          ,          0,    0
u00950 , 2026-01-30 10:24:00, Meta         , impression   , MT-2001    , Meta         , US-West   , Fashion  , UGC          ,          0,    0
u00950 , 2026-02-06 10:24:00, Null         , no_conversion,            , Null         , US-West   , Fashion  ,              ,          0,    0
u00951 , 2026-01-08 02:23:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Fashion  , Polished     ,          0,    0
u00951 , 2026-01-08 06:06:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Fashion  , UGC          ,          0,    0
u00951 , 2026-01-08 12:55:00, Email        , impression   , EM-4001    , Email        , US-Midwest, Fashion  , Polished     ,          0,    0
u00951 , 2026-01-15 12:55:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00952 , 2026-02-06 01:50:00, Google Search, click        , GS-3003    , Google Search, US-South  , Education, Polished     ,          0,    0
u00952 , 2026-02-06 20:52:00, Google Search, click        , GS-3001    , Google Search, US-South  , Education, Polished     ,          0,    0
u00952 , 2026-02-07 15:26:00, Meta         , click        , MT-2003    , Meta         , US-South  , Education, Carousel     ,          0,    0
u00952 , 2026-02-14 15:26:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00953 , 2026-02-06 04:33:00, Meta         , impression   , MT-2003    , Meta         , US-West   , Tech     , UGC          ,          0,    0
u00953 , 2026-02-06 11:43:00, Google Search, click        , GS-3001    , Google Search, US-West   , Tech     , Polished     ,          0,    0
u00953 , 2026-02-06 14:46:00, Email        , impression   , EM-4003    , Email        , US-West   , Tech     , UGC          ,          0,    0
u00953 , 2026-02-07 03:20:00, Google Search, impression   , GS-3001    , Google Search, US-West   , Tech     , UGC          ,          0,    0
u00953 , 2026-02-08 03:29:00, Meta         , impression   , MT-2002    , Meta         , US-West   , Tech     , UGC          ,          0,    0
u00953 , 2026-02-15 03:29:00, Null         , no_conversion,            , Null         , US-West   , Tech     ,              ,          0,    0
u00954 , 2026-01-19 09:49:00, Google Search, impression   , GS-3003    , Google Search, US-South  , Food     , UGC          ,          0,    0
u00954 , 2026-01-19 13:32:00, Email        , impression   , EM-4003    , Email        , US-South  , Food     , Carousel     ,          0,    0
u00954 , 2026-01-19 16:40:00, Google Search, impression   , GS-3001    , Google Search, US-South  , Food     , UGC          ,          0,    0
u00954 , 2026-01-20 11:39:00, Conversion   , purchase     ,            , Conversion   , US-South  , Food     ,              ,          1,  807.2
u00955 , 2026-02-24 21:31:00, Meta         , click        , MT-2001    , Meta         , US-West   , Fashion  , UGC          ,          0,    0
u00955 , 2026-02-25 16:36:00, Email        , impression   , EM-4002    , Email        , US-West   , Fashion  , UGC          ,          0,    0
u00955 , 2026-02-26 04:01:00, TikTok       , impression   , TT-1001    , TikTok       , US-West   , Fashion  , Carousel     ,          0,    0
u00955 , 2026-03-05 04:01:00, Null         , no_conversion,            , Null         , US-West   , Fashion  ,              ,          0,    0
u00956 , 2026-01-16 02:37:00, TikTok       , click        , TT-1001    , TikTok       , US-South  , Travel   , Carousel     ,          0,    0
u00956 , 2026-01-17 01:47:00, Google Search, click        , GS-3002    , Google Search, US-South  , Travel   , UGC          ,          0,    0
u00956 , 2026-01-24 01:47:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00957 , 2026-01-20 22:45:00, Google Search, impression   , GS-3003    , Google Search, US-East   , Food     , UGC          ,          0,    0
u00957 , 2026-01-21 19:37:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Food     , Carousel     ,          0,    0
u00957 , 2026-01-22 10:47:00, Google Search, impression   , GS-3001    , Google Search, US-East   , Food     , UGC          ,          0,    0
u00957 , 2026-01-29 10:47:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00958 , 2026-02-02 14:58:00, Meta         , click        , MT-2002    , Meta         , US-East   , Food     , Polished     ,          0,    0
u00958 , 2026-02-09 14:58:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00959 , 2026-01-17 00:15:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Food     , Carousel     ,          0,    0
u00959 , 2026-01-17 17:42:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Food     , UGC          ,          0,    0
u00959 , 2026-01-18 06:20:00, Meta         , click        , MT-2001    , Meta         , US-East   , Food     , Carousel     ,          0,    0
u00959 , 2026-01-19 03:46:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Food     , Polished     ,          0,    0
u00959 , 2026-01-20 02:10:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Food     , UGC          ,          0,    0
u00959 , 2026-01-27 02:10:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00960 , 2026-01-10 21:43:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Food     , Carousel     ,          0,    0
u00960 , 2026-01-11 23:03:00, Email        , impression   , EM-4001    , Email        , US-West   , Food     , UGC          ,          0,    0
u00960 , 2026-01-12 23:35:00, Meta         , click        , MT-2001    , Meta         , US-West   , Food     , Carousel     ,          0,    0
u00960 , 2026-01-13 20:22:00, Google Search, impression   , GS-3003    , Google Search, US-West   , Food     , Carousel     ,          0,    0
u00960 , 2026-01-20 20:22:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00961 , 2026-03-02 12:52:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Travel   , UGC          ,          0,    0
u00961 , 2026-03-03 09:13:00, Email        , click        , EM-4003    , Email        , US-East   , Travel   , UGC          ,          0,    0
u00961 , 2026-03-03 21:42:00, Google Search, click        , GS-3002    , Google Search, US-East   , Travel   , UGC          ,          0,    0
u00961 , 2026-03-10 21:42:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00962 , 2026-02-05 13:29:00, Google Search, impression   , GS-3002    , Google Search, US-East   , Education, Carousel     ,          0,    0
u00962 , 2026-02-06 20:11:00, Email        , impression   , EM-4001    , Email        , US-East   , Education, Polished     ,          0,    0
u00962 , 2026-02-07 20:57:00, Conversion   , purchase     ,            , Conversion   , US-East   , Education,              ,          1,  356.85
u00963 , 2026-03-01 23:27:00, Meta         , click        , MT-2003    , Meta         , US-Midwest, Food     , Carousel     ,          0,    0
u00963 , 2026-03-02 12:39:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Food     , UGC          ,          0,    0
u00963 , 2026-03-03 03:15:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Food     , Polished     ,          0,    0
u00963 , 2026-03-10 03:15:00, Null         , no_conversion,            , Null         , US-Midwest, Food     ,              ,          0,    0
u00964 , 2026-02-20 14:08:00, TikTok       , click        , TT-1002    , TikTok       , US-Midwest, Travel   , Carousel     ,          0,    0
u00964 , 2026-02-21 20:07:00, TikTok       , impression   , TT-1003    , TikTok       , US-Midwest, Travel   , Polished     ,          0,    0
u00964 , 2026-02-22 01:59:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Travel   , Polished     ,          0,    0
u00964 , 2026-02-22 09:19:00, TikTok       , click        , TT-1003    , TikTok       , US-Midwest, Travel   , Polished     ,          0,    0
u00964 , 2026-02-23 00:44:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Travel   , Polished     ,          0,    0
u00964 , 2026-03-02 00:44:00, Null         , no_conversion,            , Null         , US-Midwest, Travel   ,              ,          0,    0
u00965 , 2026-01-02 22:13:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Fashion  , Carousel     ,          0,    0
u00965 , 2026-01-03 21:47:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Fashion  , UGC          ,          0,    0
u00965 , 2026-01-04 14:39:00, Google Search, impression   , GS-3002    , Google Search, US-East   , Fashion  , Polished     ,          0,    0
u00965 , 2026-01-05 00:24:00, Email        , click        , EM-4003    , Email        , US-East   , Fashion  , Polished     ,          0,    0
u00965 , 2026-01-05 16:38:00, Meta         , click        , MT-2001    , Meta         , US-East   , Fashion  , Polished     ,          0,    0
u00965 , 2026-01-06 00:36:00, Conversion   , purchase     ,            , Conversion   , US-East   , Fashion  ,              ,          1,  572.25
u00966 , 2026-02-05 01:48:00, Meta         , impression   , MT-2002    , Meta         , US-East   , Tech     , Carousel     ,          0,    0
u00966 , 2026-02-05 07:46:00, Meta         , click        , MT-2002    , Meta         , US-East   , Tech     , Polished     ,          0,    0
u00966 , 2026-02-05 15:59:00, Meta         , impression   , MT-2002    , Meta         , US-East   , Tech     , Carousel     ,          0,    0
u00966 , 2026-02-12 15:59:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00967 , 2026-02-27 11:54:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Food     , UGC          ,          0,    0
u00967 , 2026-02-27 20:49:00, Google Search, impression   , GS-3001    , Google Search, US-West   , Food     , Carousel     ,          0,    0
u00967 , 2026-03-06 20:49:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00968 , 2026-02-27 04:28:00, Email        , impression   , EM-4002    , Email        , US-Midwest, Education, Carousel     ,          0,    0
u00968 , 2026-03-06 04:28:00, Null         , no_conversion,            , Null         , US-Midwest, Education,              ,          0,    0
u00969 , 2026-01-13 20:59:00, Email        , click        , EM-4002    , Email        , US-Midwest, Fashion  , Carousel     ,          0,    0
u00969 , 2026-01-20 20:59:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00970 , 2026-03-02 12:46:00, Email        , click        , EM-4001    , Email        , US-West   , Food     , UGC          ,          0,    0
u00970 , 2026-03-09 12:46:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00971 , 2026-02-25 04:18:00, TikTok       , impression   , TT-1002    , TikTok       , US-West   , Food     , Carousel     ,          0,    0
u00971 , 2026-02-25 14:54:00, TikTok       , click        , TT-1001    , TikTok       , US-West   , Food     , UGC          ,          0,    0
u00971 , 2026-02-26 18:19:00, Meta         , impression   , MT-2003    , Meta         , US-West   , Food     , Carousel     ,          0,    0
u00971 , 2026-03-05 18:19:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00972 , 2026-01-12 10:21:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Food     , Polished     ,          0,    0
u00972 , 2026-01-19 10:21:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00973 , 2026-02-12 09:58:00, Google Search, click        , GS-3003    , Google Search, US-East   , Travel   , Carousel     ,          0,    0
u00973 , 2026-02-12 19:56:00, Google Search, impression   , GS-3001    , Google Search, US-East   , Travel   , UGC          ,          0,    0
u00973 , 2026-02-13 19:40:00, Meta         , click        , MT-2001    , Meta         , US-East   , Travel   , Polished     ,          0,    0
u00973 , 2026-02-20 19:40:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00974 , 2026-02-09 20:04:00, Meta         , click        , MT-2002    , Meta         , US-West   , Travel   , UGC          ,          0,    0
u00974 , 2026-02-16 20:04:00, Null         , no_conversion,            , Null         , US-West   , Travel   ,              ,          0,    0
u00975 , 2026-01-16 06:32:00, Meta         , click        , MT-2002    , Meta         , US-West   , Fashion  , Carousel     ,          0,    0
u00975 , 2026-01-16 10:04:00, Conversion   , purchase     ,            , Conversion   , US-West   , Fashion  ,              ,          1,  375
u00976 , 2026-02-18 23:51:00, Email        , impression   , EM-4002    , Email        , US-Midwest, Tech     , UGC          ,          0,    0
u00976 , 2026-02-25 23:51:00, Null         , no_conversion,            , Null         , US-Midwest, Tech     ,              ,          0,    0
u00977 , 2026-02-12 11:56:00, Meta         , click        , MT-2002    , Meta         , US-East   , Education, Carousel     ,          0,    0
u00977 , 2026-02-13 13:44:00, Google Search, impression   , GS-3002    , Google Search, US-East   , Education, Polished     ,          0,    0
u00977 , 2026-02-14 07:56:00, Email        , impression   , EM-4001    , Email        , US-East   , Education, Polished     ,          0,    0
u00977 , 2026-02-14 15:09:00, Google Search, click        , GS-3003    , Google Search, US-East   , Education, UGC          ,          0,    0
u00977 , 2026-02-21 15:09:00, Null         , no_conversion,            , Null         , US-East   , Education,              ,          0,    0
u00978 , 2026-01-12 07:41:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Fashion  , Carousel     ,          0,    0
u00978 , 2026-01-19 07:41:00, Null         , no_conversion,            , Null         , US-West   , Fashion  ,              ,          0,    0
u00979 , 2026-01-13 09:35:00, TikTok       , impression   , TT-1002    , TikTok       , US-West   , Fashion  , UGC          ,          0,    0
u00979 , 2026-01-13 20:28:00, Google Search, click        , GS-3002    , Google Search, US-West   , Fashion  , Carousel     ,          0,    0
u00979 , 2026-01-20 20:28:00, Null         , no_conversion,            , Null         , US-West   , Fashion  ,              ,          0,    0
u00980 , 2026-02-25 05:07:00, TikTok       , impression   , TT-1001    , TikTok       , US-West   , Tech     , Polished     ,          0,    0
u00980 , 2026-02-26 11:42:00, Google Search, click        , GS-3003    , Google Search, US-West   , Tech     , UGC          ,          0,    0
u00980 , 2026-02-27 08:02:00, Meta         , impression   , MT-2001    , Meta         , US-West   , Tech     , Carousel     ,          0,    0
u00980 , 2026-02-27 23:51:00, Conversion   , purchase     ,            , Conversion   , US-West   , Tech     ,              ,          1,  454.15
u00981 , 2026-02-03 02:38:00, TikTok       , click        , TT-1001    , TikTok       , US-Midwest, Tech     , Polished     ,          0,    0
u00981 , 2026-02-03 16:58:00, Google Search, impression   , GS-3001    , Google Search, US-Midwest, Tech     , UGC          ,          0,    0
u00981 , 2026-02-04 16:40:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Tech     , UGC          ,          0,    0
u00981 , 2026-02-05 10:44:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Tech     ,              ,          1,  331
u00982 , 2026-01-29 10:21:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Education, Polished     ,          0,    0
u00982 , 2026-01-30 14:32:00, Google Search, impression   , GS-3001    , Google Search, US-South  , Education, UGC          ,          0,    0
u00982 , 2026-01-30 17:48:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Education, UGC          ,          0,    0
u00982 , 2026-02-06 17:48:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00983 , 2026-02-10 07:35:00, Google Search, click        , GS-3001    , Google Search, US-East   , Tech     , Carousel     ,          0,    0
u00983 , 2026-02-11 12:32:00, Conversion   , purchase     ,            , Conversion   , US-East   , Tech     ,              ,          1,  923.3
u00984 , 2026-02-04 23:51:00, TikTok       , impression   , TT-1001    , TikTok       , US-Midwest, Food     , Polished     ,          0,    0
u00984 , 2026-02-05 05:42:00, Email        , impression   , EM-4001    , Email        , US-Midwest, Food     , UGC          ,          0,    0
u00984 , 2026-02-12 05:42:00, Null         , no_conversion,            , Null         , US-Midwest, Food     ,              ,          0,    0
u00985 , 2026-02-14 19:31:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Food     , Polished     ,          0,    0
u00985 , 2026-02-15 06:24:00, Google Search, impression   , GS-3003    , Google Search, US-Midwest, Food     , UGC          ,          0,    0
u00985 , 2026-02-22 06:24:00, Null         , no_conversion,            , Null         , US-Midwest, Food     ,              ,          0,    0
u00986 , 2026-01-09 20:55:00, TikTok       , impression   , TT-1001    , TikTok       , US-South  , Fashion  , Polished     ,          0,    0
u00986 , 2026-01-10 07:02:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Fashion  , UGC          ,          0,    0
u00986 , 2026-01-11 04:06:00, TikTok       , impression   , TT-1002    , TikTok       , US-South  , Fashion  , UGC          ,          0,    0
u00986 , 2026-01-18 04:06:00, Null         , no_conversion,            , Null         , US-South  , Fashion  ,              ,          0,    0
u00987 , 2026-01-18 21:02:00, Meta         , click        , MT-2002    , Meta         , US-Midwest, Food     , Polished     ,          0,    0
u00987 , 2026-01-19 09:21:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Food     , Polished     ,          0,    0
u00987 , 2026-01-20 00:40:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Food     , Carousel     ,          0,    0
u00987 , 2026-01-20 21:36:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Food     ,              ,          1,  726.4
u00988 , 2026-01-26 04:47:00, TikTok       , click        , TT-1001    , TikTok       , US-Midwest, Fashion  , Polished     ,          0,    0
u00988 , 2026-01-26 09:24:00, Email        , click        , EM-4003    , Email        , US-Midwest, Fashion  , Polished     ,          0,    0
u00988 , 2026-01-27 02:03:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Fashion  , Polished     ,          0,    0
u00988 , 2026-02-03 02:03:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00989 , 2026-02-27 20:59:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Tech     , Carousel     ,          0,    0
u00989 , 2026-02-28 05:22:00, Google Search, impression   , GS-3003    , Google Search, US-East   , Tech     , UGC          ,          0,    0
u00989 , 2026-02-28 13:51:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Tech     , UGC          ,          0,    0
u00989 , 2026-03-01 10:06:00, Conversion   , purchase     ,            , Conversion   , US-East   , Tech     ,              ,          1,  745
u00990 , 2026-01-20 18:06:00, Google Search, impression   , GS-3002    , Google Search, US-South  , Travel   , Polished     ,          0,    0
u00990 , 2026-01-22 01:03:00, Google Search, click        , GS-3003    , Google Search, US-South  , Travel   , Polished     ,          0,    0
u00990 , 2026-01-22 11:22:00, Google Search, click        , GS-3002    , Google Search, US-South  , Travel   , UGC          ,          0,    0
u00990 , 2026-01-23 09:29:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Travel   , Carousel     ,          0,    0
u00990 , 2026-01-24 02:17:00, Conversion   , purchase     ,            , Conversion   , US-South  , Travel   ,              ,          1,  543
u00991 , 2026-02-08 12:06:00, Google Search, click        , GS-3003    , Google Search, US-South  , Education, Carousel     ,          0,    0
u00991 , 2026-02-09 08:16:00, Email        , impression   , EM-4003    , Email        , US-South  , Education, UGC          ,          0,    0
u00991 , 2026-02-10 06:48:00, Conversion   , purchase     ,            , Conversion   , US-South  , Education,              ,          1,  418.05
u00992 , 2026-02-07 06:02:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Fashion  , UGC          ,          0,    0
u00992 , 2026-02-07 23:10:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Fashion  , UGC          ,          0,    0
u00992 , 2026-02-09 05:40:00, Email        , click        , EM-4002    , Email        , US-Midwest, Fashion  , Polished     ,          0,    0
u00992 , 2026-02-16 05:40:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00993 , 2026-01-24 19:07:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Travel   , UGC          ,          0,    0
u00993 , 2026-01-24 23:26:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Travel   , Polished     ,          0,    0
u00993 , 2026-01-25 15:25:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Travel   , Carousel     ,          0,    0
u00993 , 2026-02-01 15:25:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00994 , 2026-01-04 23:03:00, Google Search, impression   , GS-3003    , Google Search, US-West   , Travel   , Polished     ,          0,    0
u00994 , 2026-01-06 00:41:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Travel   , Polished     ,          0,    0
u00994 , 2026-01-06 14:21:00, Google Search, click        , GS-3001    , Google Search, US-West   , Travel   , Polished     ,          0,    0
u00994 , 2026-01-07 10:48:00, TikTok       , click        , TT-1003    , TikTok       , US-West   , Travel   , UGC          ,          0,    0
u00994 , 2026-01-14 10:48:00, Null         , no_conversion,            , Null         , US-West   , Travel   ,              ,          0,    0
u00995 , 2026-01-18 01:37:00, TikTok       , click        , TT-1002    , TikTok       , US-West   , Tech     , Carousel     ,          0,    0
u00995 , 2026-01-18 06:33:00, Google Search, impression   , GS-3001    , Google Search, US-West   , Tech     , UGC          ,          0,    0
u00995 , 2026-01-19 11:59:00, Meta         , impression   , MT-2003    , Meta         , US-West   , Tech     , Carousel     ,          0,    0
